student_id,name,age,gender,department,year,cgpa,communication_skill,attendance_percentage,internship_done,placement
S1372,Student_372,23,Other,Mechanical,2nd,5.0,2,95.33,No,No
S1373,Student_373,23,Male,Mechanical,3rd,5.97,3,85.8,Yes,No
S1374,Student_374,23,Other,Civil,1st,9.79,7,60.52,No,No
S1375,Student_375,17,Other,Civil,2nd,9.23,1,80.22,No,No
S1376,Student_376,24,Male,Computer Science,1st,7.26,7,79.52,No,No
S1377,Student_377,21,Female,Electronics,3rd,6.45,8,95.04,No,No
S1378,Student_378,20,Other,Electrical,3rd,10.0,4,76.9,No,No
S1379,Student_379,17,Female,Civil,2nd,6.54,6,83.28,No,No
S1380,Student_380,18,Male,Electronics,4th,4.23,5,79.62,Yes,No
S1381,Student_381,23,Female,Mechanical,2nd,8.09,7,61.32,Yes,Yes
S1382,Student_382,18,Other,IT,1st,6.47,9,66.4,Yes,No
S1383,Student_383,24,Male,Electrical,1st,5.43,9,64.11,Yes,No
S1384,Student_384,23,Female,IT,1st,5.35,3,85.84,Yes,No
S1385,Student_385,21,Male,Computer Science,3rd,5.12,9,89.54,No,No
S1386,Student_386,17,Female,Electrical,1st,4.21,4,91.08,No,No
S1387,Student_387,24,Female,Computer Science,3rd,4.18,5,80.2,No,No
S1388,Student_388,17,Male,Electronics,2nd,5.9,6,62.43,Yes,No
S1389,Student_389,17,Male,Mechanical,4th,4.73,2,69.71,No,No
S1390,Student_390,23,Other,Computer Science,1st,6.72,9,72.49,Yes,No
S1391,Student_391,24,Other,Electrical,4th,7.31,1,80.88,No,No
S1392,Student_392,23,Other,Electrical,2nd,7.05,9,87.17,Yes,No
S1393,Student_393,21,Other,Electronics,2nd,6.67,3,79.89,Yes,No
S1394,Student_394,22,Other,Computer Science,4th,4.18,4,61.6,Yes,No
S1395,Student_395,17,Other,Civil,4th,5.1,1,77.88,No,No
S1396,Student_396,22,Other,Electrical,3rd,8.66,8,80.82,No,No
S1397,Student_397,20,Other,IT,4th,5.49,3,63.53,No,No
S1398,Student_398,22,Female,Civil,4th,5.31,8,82.53,Yes,No
S1399,Student_399,19,Female,Mechanical,1st,9.03,4,92.94,No,No
S1400,Student_400,18,Male,Computer Science,3rd,8.7,5,82.59,Yes,No
S1401,Student_401,22,Male,Civil,4th,8.91,2,97.52,No,No
S1402,Student_402,17,Female,Civil,1st,5.87,3,62.98,Yes,No
S1403,Student_403,18,Female,Mechanical,4th,6.38,9,62.03,No,No
S1404,Student_404,22,Other,Computer Science,3rd,8.99,3,92.6,No,No
S1405,Student_405,23,Male,IT,2nd,7.98,3,99.39,No,No
S1406,Student_406,24,Female,Civil,3rd,6.09,4,90.67,No,No
S1407,Student_407,20,Male,Computer Science,1st,6.07,9,81.42,Yes,No
S1408,Student_408,24,Female,IT,2nd,4.78,6,64.17,Yes,No
S1409,Student_409,22,Male,IT,2nd,9.62,2,97.22,Yes,No
S1410,Student_410,19,Female,IT,1st,8.57,5,95.06,No,No
S1411,Student_411,23,Female,Mechanical,4th,5.8,6,66.1,Yes,No
S1412,Student_412,19,Female,IT,2nd,6.56,4,60.98,No,No
S1413,Student_413,23,Female,IT,3rd,5.32,8,73.77,No,No
S1414,Student_414,17,Male,Electronics,4th,4.44,1,74.66,No,No
S1415,Student_415,18,Female,Mechanical,1st,8.72,2,97.76,Yes,No
S1416,Student_416,17,Other,IT,1st,8.93,2,78.97,No,No
S1417,Student_417,22,Female,Civil,2nd,9.24,5,84.39,No,No
S1418,Student_418,18,Female,IT,1st,8.25,4,87.03,No,No
S1419,Student_419,22,Male,Electrical,1st,4.84,3,75.83,No,No
S1420,Student_420,18,Other,Electronics,3rd,9.53,1,88.88,Yes,No
S1421,Student_421,21,Other,Electronics,4th,5.61,7,72.89,Yes,No
S1422,Student_422,17,Other,Mechanical,3rd,6.24,8,62.02,No,No
S1423,Student_423,17,Other,Electrical,3rd,8.08,9,76.31,No,No
S1424,Student_424,17,Male,IT,1st,9.02,8,67.38,No,No
S1425,Student_425,22,Female,Computer Science,4th,9.98,9,77.34,No,No
S1426,Student_426,22,Female,Electrical,4th,5.13,3,99.27,No,No
S1427,Student_427,17,Male,Computer Science,2nd,9.87,1,79.44,Yes,No
S1428,Student_428,19,Male,Electronics,2nd,9.73,5,78.81,No,No
S1429,Student_429,22,Male,Electronics,1st,6.3,2,91.01,No,No
S1430,Student_430,17,Other,Electronics,3rd,4.58,4,91.43,Yes,No
S1431,Student_431,18,Male,Electronics,2nd,5.74,2,62.75,Yes,No
S1432,Student_432,20,Other,Electronics,4th,5.82,1,96.43,Yes,No
S1433,Student_433,18,Male,Civil,2nd,8.51,6,61.92,No,No
S1434,Student_434,20,Male,Electronics,2nd,5.76,9,95.64,No,No
S1435,Student_435,21,Female,Electronics,3rd,6.01,5,83.02,Yes,No
S1436,Student_436,18,Other,Electronics,4th,6.22,7,66.25,Yes,No
S1437,Student_437,18,Female,Computer Science,2nd,9.06,9,61.18,Yes,Yes
S1438,Student_438,22,Female,Civil,4th,7.47,9,90.01,No,No
S1439,Student_439,21,Female,Mechanical,4th,5.85,10,89.52,No,No
S1440,Student_440,22,Female,IT,1st,5.57,9,99.43,Yes,No
S1441,Student_441,24,Male,Electronics,4th,4.55,3,60.31,No,No
S1442,Student_442,19,Male,Mechanical,1st,7.55,5,98.11,No,No
S1443,Student_443,18,Female,Civil,4th,9.26,8,87.15,Yes,Yes
S1444,Student_444,17,Other,IT,1st,7.54,3,68.3,Yes,No
S1445,Student_445,24,Other,Computer Science,4th,4.44,8,92.59,Yes,No
S1446,Student_446,24,Other,Electrical,2nd,8.32,10,92.97,Yes,Yes
S1447,Student_447,17,Male,Electrical,1st,6.91,6,73.13,Yes,No
S1448,Student_448,20,Other,Electrical,3rd,8.18,8,70.03,Yes,Yes
S1449,Student_449,24,Male,Civil,4th,4.39,7,89.4,Yes,No
S1450,Student_450,19,Female,Computer Science,3rd,8.59,5,65.19,Yes,No
S1451,Student_451,19,Female,Mechanical,2nd,7.52,7,98.86,No,No
S1452,Student_452,21,Male,IT,4th,9.05,6,94.89,Yes,No
S1453,Student_453,18,Female,Civil,4th,9.5,4,89.32,No,No
S1454,Student_454,20,Other,Mechanical,1st,5.26,7,96.98,Yes,No
S1455,Student_455,22,Female,IT,2nd,4.42,7,72.43,No,No
S1456,Student_456,20,Female,Mechanical,4th,9.65,10,71.54,No,No
S1457,Student_457,22,Male,Computer Science,4th,7.11,5,81.49,Yes,No
S1458,Student_458,17,Male,Civil,4th,7.1,1,99.11,Yes,No
S1459,Student_459,18,Other,Computer Science,2nd,6.12,8,81.69,No,No
S1460,Student_460,24,Female,Electronics,4th,8.1,2,85.83,Yes,No
S1461,Student_461,22,Male,Mechanical,1st,5.77,5,99.74,No,No
S1462,Student_462,17,Female,Computer Science,3rd,9.62,1,70.64,Yes,No
S1463,Student_463,23,Female,Electrical,2nd,8.08,10,92.99,No,No
S1464,Student_464,18,Other,Civil,2nd,5.72,7,64.16,Yes,No
S1465,Student_465,22,Other,Computer Science,4th,8.98,10,90.99,No,No
S1466,Student_466,17,Other,Electrical,2nd,6.06,9,97.26,No,No
S1467,Student_467,23,Other,Mechanical,4th,6.25,6,99.9,No,No
S1468,Student_468,23,Other,Electrical,4th,9.11,7,76.03,Yes,Yes
S1469,Student_469,24,Male,Electronics,2nd,7.05,1,99.39,No,No
S1470,Student_470,19,Male,Mechanical,4th,8.9,1,70.52,No,No
S1471,Student_471,22,Male,Computer Science,1st,6.49,7,98.49,No,No
S1472,Student_472,24,Other,Electrical,1st,5.44,9,90.85,Yes,No
S1473,Student_473,22,Female,IT,3rd,8.42,2,95.05,Yes,No
S1474,Student_474,17,Other,Mechanical,4th,5.99,4,91.78,No,No
S1475,Student_475,23,Male,Electronics,3rd,5.1,9,70.6,No,No
S1476,Student_476,20,Male,Mechanical,3rd,7.9,7,86.78,No,No
S1477,Student_477,19,Male,IT,2nd,5.73,4,68.45,No,No
S1478,Student_478,20,Male,Computer Science,3rd,9.89,2,99.69,Yes,No
S1479,Student_479,22,Other,Electrical,3rd,5.66,8,99.21,Yes,No
S1480,Student_480,19,Male,IT,4th,4.35,8,69.97,No,No
S1481,Student_481,21,Other,Electronics,2nd,6.47,3,94.9,Yes,No
S1482,Student_482,24,Other,Electronics,3rd,9.32,9,80.42,Yes,Yes
S1483,Student_483,17,Other,Electrical,4th,9.59,7,79.18,Yes,Yes
S1484,Student_484,21,Other,IT,4th,7.37,6,71.21,Yes,No
S1485,Student_485,21,Other,IT,1st,6.15,3,68.64,Yes,No
S1486,Student_486,24,Female,Civil,3rd,9.21,3,72.09,Yes,No
S1487,Student_487,17,Male,Electrical,1st,9.06,6,78.34,Yes,No
S1488,Student_488,22,Other,IT,4th,4.95,9,81.34,Yes,No
S1489,Student_489,20,Female,Electrical,3rd,8.8,6,88.03,Yes,No
S1490,Student_490,19,Female,Civil,2nd,6.19,2,73.6,No,No
S1491,Student_491,19,Male,Computer Science,3rd,6.81,2,87.82,No,No
S1492,Student_492,23,Other,Mechanical,4th,6.98,8,96.02,Yes,No
S1493,Student_493,17,Other,Mechanical,4th,8.56,1,71.81,No,No
S1494,Student_494,19,Male,Computer Science,2nd,9.43,5,91.34,Yes,No
S1495,Student_495,17,Female,Electronics,1st,7.89,8,79.56,No,No
S1496,Student_496,22,Female,Electrical,1st,8.54,1,73.19,Yes,No
S1497,Student_497,21,Other,Computer Science,3rd,8.42,4,76.59,Yes,No
S1498,Student_498,22,Other,Electrical,2nd,5.32,3,61.18,Yes,No
S1499,Student_499,19,Female,Mechanical,3rd,6.0,2,69.42,No,No
S1500,Student_500,18,Female,IT,2nd,8.38,10,93.64,Yes,Yes
S1501,Student_501,24,Female,IT,2nd,7.19,3,93.96,No,No
S1502,Student_502,22,Other,Mechanical,1st,6.66,9,96.81,No,No
S1503,Student_503,24,Other,Electronics,3rd,4.04,8,98.28,No,No
S1504,Student_504,23,Male,Electrical,3rd,4.6,9,79.34,No,No
S1505,Student_505,23,Male,IT,4th,9.86,5,68.94,Yes,No
S1506,Student_506,22,Male,Electrical,3rd,6.19,9,73.12,No,No
S1507,Student_507,17,Male,Electronics,3rd,7.67,9,60.1,Yes,Yes
S1508,Student_508,24,Male,Electronics,4th,9.22,1,67.55,Yes,No
S1509,Student_509,18,Other,Civil,1st,8.91,6,64.91,Yes,No
S1510,Student_510,21,Other,Computer Science,4th,8.69,2,76.48,Yes,No
S1511,Student_511,22,Male,Computer Science,4th,7.98,3,78.2,No,No
S1512,Student_512,19,Other,IT,2nd,5.58,6,68.46,No,No
S1513,Student_513,17,Female,Mechanical,1st,5.32,6,94.49,No,No
S1514,Student_514,17,Female,Mechanical,4th,6.46,9,65.86,Yes,No
S1515,Student_515,20,Female,Computer Science,2nd,7.13,4,83.14,Yes,No
S1516,Student_516,22,Other,Electronics,3rd,6.31,3,79.5,Yes,No
S1517,Student_517,18,Other,Electronics,1st,8.57,2,94.43,Yes,No
S1518,Student_518,22,Female,Computer Science,4th,6.59,6,71.25,No,No
S1519,Student_519,21,Other,Computer Science,3rd,7.19,4,90.57,Yes,No
S1520,Student_520,22,Female,Computer Science,3rd,9.01,4,96.47,Yes,No
S1521,Student_521,22,Other,Electrical,4th,9.55,1,84.04,Yes,No
S1522,Student_522,22,Male,Computer Science,4th,8.89,7,65.92,No,No
S1523,Student_523,18,Male,IT,1st,4.58,9,91.64,Yes,No
S1524,Student_524,24,Male,Civil,1st,4.91,4,87.08,No,No
S1525,Student_525,20,Female,Electrical,4th,8.69,4,64.04,Yes,No
S1526,Student_526,17,Female,Electrical,1st,6.42,5,71.05,Yes,No
S1527,Student_527,17,Male,Civil,2nd,6.73,7,74.76,No,No
S1528,Student_528,20,Male,IT,4th,4.31,9,68.75,No,No
S1529,Student_529,24,Other,Mechanical,3rd,9.9,2,97.49,No,No
S1530,Student_530,21,Other,Computer Science,3rd,4.81,4,79.45,Yes,No
S1531,Student_531,17,Male,IT,3rd,4.14,4,74.96,No,No
S1532,Student_532,19,Male,Mechanical,4th,9.69,9,67.36,Yes,Yes
S1533,Student_533,23,Male,Civil,3rd,6.42,1,93.15,No,No
S1534,Student_534,23,Female,Civil,3rd,7.41,7,63.5,Yes,No
S1535,Student_535,19,Male,Computer Science,4th,8.23,3,75.55,Yes,No
S1536,Student_536,21,Female,Computer Science,4th,7.15,2,86.21,Yes,No
S1537,Student_537,21,Other,Computer Science,2nd,7.59,2,64.4,No,No
S1538,Student_538,23,Male,Electronics,4th,7.11,2,70.85,No,No
S1539,Student_539,23,Female,Mechanical,3rd,8.62,7,62.33,Yes,Yes
S1540,Student_540,17,Other,IT,1st,9.26,2,82.91,No,No
S1541,Student_541,18,Male,Computer Science,1st,9.58,3,60.41,No,No
S1542,Student_542,18,Male,Electronics,2nd,4.15,9,78.55,Yes,No
S1543,Student_543,18,Female,Electronics,2nd,4.67,8,93.45,Yes,No
S1544,Student_544,20,Male,Civil,2nd,5.39,2,79.03,No,No
S1545,Student_545,23,Male,IT,4th,7.1,1,89.19,No,No
S1546,Student_546,24,Other,Mechanical,4th,6.04,10,68.61,Yes,No
S1547,Student_547,22,Other,Civil,3rd,4.24,10,64.96,Yes,No
S1548,Student_548,20,Female,Civil,2nd,5.45,9,92.3,Yes,No
S1549,Student_549,19,Other,Computer Science,4th,4.64,4,78.16,No,No
S1550,Student_550,20,Female,Electrical,1st,8.11,7,90.42,No,No
S1551,Student_551,22,Male,IT,3rd,9.77,2,73.39,Yes,No
S1552,Student_552,17,Male,Mechanical,1st,9.42,6,77.4,Yes,No
S1553,Student_553,21,Female,Mechanical,3rd,7.36,1,60.99,No,No
S1554,Student_554,18,Other,Computer Science,4th,9.58,6,76.71,No,No
S1555,Student_555,18,Female,Computer Science,3rd,6.52,6,94.78,Yes,No
S1556,Student_556,19,Male,Mechanical,3rd,6.81,9,92.41,No,No
S1557,Student_557,17,Female,Mechanical,1st,4.2,9,76.4,Yes,No
S1558,Student_558,19,Other,Mechanical,1st,7.57,3,69.24,Yes,No
S1559,Student_559,19,Female,Civil,2nd,8.56,8,84.19,Yes,Yes
S1560,Student_560,24,Female,Electrical,2nd,7.24,7,98.26,No,No
S1561,Student_561,21,Female,Electronics,2nd,9.95,3,70.15,No,No
S1562,Student_562,20,Female,Mechanical,1st,6.74,3,98.06,No,No
S1563,Student_563,22,Female,Electronics,1st,7.51,10,74.66,Yes,Yes
S1564,Student_564,21,Male,Electrical,4th,6.04,1,74.07,No,No
S1565,Student_565,21,Female,Electronics,3rd,6.14,7,93.12,No,No
S1566,Student_566,22,Other,Electrical,4th,6.32,10,79.41,No,No
S1567,Student_567,19,Female,Electronics,1st,6.4,5,63.29,No,No
S1568,Student_568,17,Female,Electrical,3rd,9.12,2,84.49,Yes,No
S1569,Student_569,23,Other,IT,2nd,8.37,5,66.49,Yes,No
S1570,Student_570,18,Female,Electronics,1st,5.86,4,88.66,No,No
S1571,Student_571,17,Male,Electronics,3rd,6.97,5,63.57,No,No
S1572,Student_572,18,Other,IT,4th,8.07,2,91.15,No,No
S1573,Student_573,22,Other,Computer Science,2nd,7.26,4,99.55,No,No
S1574,Student_574,21,Male,Mechanical,4th,5.21,6,84.38,Yes,No
S1575,Student_575,17,Other,Electrical,3rd,8.18,4,89.49,No,No
S1576,Student_576,17,Other,Civil,1st,7.36,3,64.18,No,No
S1577,Student_577,20,Other,Mechanical,4th,4.71,5,68.61,Yes,No
S1578,Student_578,22,Male,Civil,4th,8.52,6,66.28,Yes,No
S1579,Student_579,19,Male,Electrical,3rd,8.07,4,93.94,No,No
S1580,Student_580,18,Male,Civil,1st,8.66,3,84.59,Yes,No
S1581,Student_581,21,Other,IT,2nd,6.01,1,70.09,Yes,No
S1582,Student_582,18,Male,Civil,1st,6.52,1,79.75,No,No
S1583,Student_583,19,Other,Electrical,3rd,6.49,3,70.44,No,No
S1584,Student_584,21,Female,Computer Science,1st,9.47,5,79.3,Yes,No
S1585,Student_585,20,Male,Civil,3rd,4.1,5,99.73,No,No
S1586,Student_586,24,Female,Mechanical,2nd,4.88,3,67.49,No,No
S1587,Student_587,23,Other,Mechanical,1st,4.3,9,70.07,Yes,No
S1588,Student_588,24,Male,Computer Science,4th,5.62,7,79.66,Yes,No
S1589,Student_589,17,Female,Computer Science,4th,6.2,3,86.2,Yes,No
S1590,Student_590,17,Other,Civil,4th,6.79,1,73.13,No,No
S1591,Student_591,19,Other,Electronics,1st,5.5,6,89.88,No,No
S1592,Student_592,23,Male,Mechanical,3rd,6.74,8,92.76,No,No
S1593,Student_593,21,Male,Mechanical,2nd,8.15,4,87.44,Yes,No
S1594,Student_594,23,Male,Electronics,3rd,9.56,4,72.47,No,No
S1595,Student_595,22,Other,Electrical,3rd,4.6,3,88.66,Yes,No
S1596,Student_596,22,Other,Mechanical,2nd,6.22,1,91.53,No,No
S1597,Student_597,22,Male,Computer Science,4th,7.2,7,99.04,Yes,No
S1598,Student_598,21,Male,Computer Science,2nd,4.57,5,87.36,Yes,No
S1599,Student_599,19,Male,IT,1st,4.73,1,95.12,No,No
S1600,Student_600,21,Other,Civil,4th,7.89,2,94.73,No,No
S1601,Student_601,18,Female,Electronics,2nd,5.6,2,91.27,Yes,No
S1602,Student_602,18,Other,Electrical,1st,9.46,2,87.78,Yes,No
S1603,Student_603,18,Male,Electrical,3rd,5.84,8,77.46,No,No
S1604,Student_604,21,Female,Computer Science,4th,9.89,4,67.97,No,No
S1605,Student_605,20,Male,Civil,3rd,9.31,4,62.47,Yes,No
S1606,Student_606,18,Other,IT,4th,7.77,1,91.32,Yes,No
S1607,Student_607,17,Female,IT,4th,5.27,7,83.45,Yes,No
S1608,Student_608,17,Male,Electrical,3rd,4.1,3,66.15,Yes,No
S1609,Student_609,18,Female,IT,4th,8.57,4,62.46,Yes,No
S1610,Student_610,20,Male,Mechanical,2nd,7.36,5,65.21,Yes,No
S1611,Student_611,21,Male,Civil,4th,7.35,5,89.33,No,No
S1612,Student_612,20,Female,Electronics,2nd,8.52,5,69.57,Yes,No
S1613,Student_613,17,Male,Mechanical,4th,5.3,3,98.16,No,No
S1614,Student_614,18,Male,Electrical,3rd,4.95,10,62.72,Yes,No
S1615,Student_615,22,Other,Electronics,4th,5.48,6,96.76,Yes,No
S1616,Student_616,23,Female,Computer Science,3rd,8.83,6,62.15,No,No
S1617,Student_617,23,Other,Mechanical,1st,4.52,7,97.97,Yes,No
S1618,Student_618,20,Female,Civil,4th,8.6,2,78.37,Yes,No
S1619,Student_619,24,Female,Electronics,1st,8.36,9,87.63,Yes,Yes
S1620,Student_620,17,Female,Civil,4th,7.55,4,72.89,No,No
S1621,Student_621,22,Male,Electronics,2nd,7.92,9,98.77,No,No
S1622,Student_622,23,Female,Electronics,2nd,4.49,7,74.54,No,No
S1623,Student_623,23,Male,IT,1st,8.78,8,96.39,No,No
S1624,Student_624,20,Other,IT,3rd,6.18,8,83.76,No,No
S1625,Student_625,19,Male,Electrical,4th,8.03,3,84.88,Yes,No
S1626,Student_626,19,Female,IT,1st,6.39,9,68.8,No,No
S1627,Student_627,23,Other,IT,1st,6.76,1,91.94,Yes,No
S1628,Student_628,19,Female,Electrical,1st,9.78,10,73.39,Yes,Yes
S1629,Student_629,18,Female,Civil,3rd,8.49,2,91.42,No,No
S1630,Student_630,21,Other,Civil,1st,6.53,9,98.13,No,No
S1631,Student_631,22,Other,IT,3rd,4.64,9,93.01,Yes,No
S1632,Student_632,20,Female,IT,2nd,4.16,10,84.08,No,No
S1633,Student_633,20,Male,IT,1st,5.68,5,87.67,No,No
S1634,Student_634,18,Other,Mechanical,2nd,6.34,5,81.17,Yes,No
S1635,Student_635,24,Other,Civil,4th,7.75,10,62.3,Yes,Yes
S1636,Student_636,21,Other,Computer Science,2nd,8.15,2,80.63,No,No
S1637,Student_637,24,Other,Civil,4th,8.24,6,92.55,No,No
S1638,Student_638,21,Male,Civil,2nd,4.53,1,95.72,No,No
S1639,Student_639,17,Male,Computer Science,4th,5.33,2,69.57,Yes,No
S1640,Student_640,21,Male,Mechanical,4th,7.43,1,84.95,No,No
S1641,Student_641,20,Male,Mechanical,1st,5.11,8,83.19,Yes,No
S1642,Student_642,22,Male,Mechanical,4th,7.21,2,74.66,Yes,No
S1643,Student_643,22,Other,IT,4th,4.01,1,96.28,No,No
S1644,Student_644,18,Male,Mechanical,3rd,8.31,5,88.94,No,No
S1645,Student_645,19,Male,Computer Science,1st,4.08,4,98.55,No,No
S1646,Student_646,24,Other,Electrical,2nd,7.32,5,87.89,Yes,No
S1647,Student_647,23,Female,Electronics,1st,8.25,5,86.47,Yes,No
S1648,Student_648,24,Other,Mechanical,2nd,4.6,3,97.42,No,No
S1649,Student_649,21,Female,IT,1st,6.75,9,70.26,No,No
S1650,Student_650,18,Other,Civil,2nd,7.79,9,80.41,No,No
S1651,Student_651,19,Other,Mechanical,1st,7.0,7,71.92,No,No
S1652,Student_652,20,Male,Computer Science,4th,8.29,3,93.3,Yes,No
S1653,Student_653,20,Other,IT,4th,4.8,8,61.8,No,No
S1654,Student_654,21,Male,IT,4th,9.47,10,74.96,No,No
S1655,Student_655,24,Other,Mechanical,1st,7.1,7,96.01,No,No
S1656,Student_656,19,Female,Electrical,2nd,9.75,8,60.32,Yes,Yes
S1657,Student_657,18,Other,Computer Science,3rd,7.28,2,94.51,No,No
S1658,Student_658,18,Female,Mechanical,3rd,9.3,7,74.39,No,No
S1659,Student_659,20,Male,Electrical,4th,6.57,10,89.27,No,No
S1660,Student_660,17,Other,IT,3rd,7.21,9,89.94,No,No
S1661,Student_661,22,Male,Computer Science,1st,4.81,4,84.25,Yes,No
S1662,Student_662,17,Male,Electrical,3rd,4.35,10,79.58,No,No
S1663,Student_663,24,Other,IT,2nd,5.8,4,96.12,Yes,No
S1664,Student_664,22,Other,Computer Science,1st,4.14,10,88.57,No,No
S1665,Student_665,18,Female,Civil,4th,4.88,6,73.02,No,No
S1666,Student_666,20,Male,IT,1st,9.86,3,79.2,Yes,No
S1667,Student_667,21,Other,IT,4th,8.6,4,81.34,No,No
S1668,Student_668,19,Male,Electronics,4th,9.08,2,66.9,Yes,No
S1669,Student_669,18,Other,IT,3rd,9.35,3,64.94,Yes,No
S1670,Student_670,24,Male,Mechanical,2nd,7.49,10,61.42,No,No
S1671,Student_671,23,Male,Mechanical,4th,4.52,3,90.19,Yes,No
S1672,Student_672,17,Other,Electrical,1st,8.82,10,81.33,Yes,Yes
S1673,Student_673,20,Female,Electrical,2nd,5.59,4,64.32,Yes,No
S1674,Student_674,19,Female,Electronics,3rd,4.82,5,84.16,Yes,No
S1675,Student_675,21,Male,Electrical,2nd,7.02,8,82.4,No,No
S1676,Student_676,22,Male,Electronics,4th,7.94,3,68.28,No,No
S1677,Student_677,19,Other,Electrical,3rd,8.89,10,83.82,Yes,Yes
S1678,Student_678,23,Male,Civil,3rd,7.82,5,70.4,Yes,No
S1679,Student_679,23,Male,IT,4th,7.7,3,98.99,No,No
S1680,Student_680,21,Other,Mechanical,1st,4.55,3,89.32,No,No
S1681,Student_681,20,Male,Electronics,4th,4.68,6,99.32,Yes,No
S1682,Student_682,22,Female,Electronics,1st,5.13,4,99.17,No,No
S1683,Student_683,18,Female,Electronics,4th,9.07,4,81.34,Yes,No
S1684,Student_684,19,Male,Computer Science,1st,9.54,7,69.78,Yes,Yes
S1685,Student_685,18,Other,Civil,3rd,7.89,10,97.69,No,No
S1686,Student_686,17,Male,Civil,4th,8.89,3,69.47,No,No
S1687,Student_687,22,Male,Civil,4th,7.28,10,69.08,Yes,No
S1688,Student_688,21,Female,Computer Science,2nd,9.19,5,69.14,Yes,No
S1689,Student_689,18,Female,Electronics,3rd,8.09,4,93.98,Yes,No
S1690,Student_690,22,Female,IT,3rd,6.48,4,71.33,Yes,No
S1691,Student_691,19,Female,Electrical,4th,4.12,9,75.01,Yes,No
S1692,Student_692,19,Female,Civil,1st,9.57,10,71.52,Yes,Yes
S1693,Student_693,17,Other,Electronics,2nd,8.73,7,93.6,Yes,Yes
S1694,Student_694,23,Female,IT,3rd,9.66,3,74.39,No,No
S1695,Student_695,22,Other,Mechanical,2nd,5.23,10,88.89,Yes,No
S1696,Student_696,18,Other,Civil,3rd,6.92,6,64.04,Yes,No
S1697,Student_697,18,Male,IT,1st,6.48,3,70.85,No,No
S1698,Student_698,22,Other,Electrical,1st,4.6,6,76.67,Yes,No
S1699,Student_699,22,Female,Computer Science,3rd,5.99,4,91.5,No,No
S1700,Student_700,19,Other,Electrical,4th,8.61,6,88.91,Yes,No
S1701,Student_701,20,Male,Mechanical,4th,6.59,8,96.19,Yes,No
S1702,Student_702,22,Female,Electronics,4th,4.75,1,93.24,No,No
S1703,Student_703,22,Other,IT,1st,8.38,1,96.08,No,No
S1704,Student_704,23,Male,Mechanical,3rd,8.64,10,69.73,No,No
S1705,Student_705,21,Other,Electrical,3rd,6.23,6,85.01,No,No
S1706,Student_706,17,Female,Electronics,2nd,8.29,2,76.3,Yes,No
S1707,Student_707,20,Other,Mechanical,1st,8.18,8,83.36,Yes,Yes
S1708,Student_708,20,Male,Electronics,1st,9.14,9,87.59,Yes,Yes
S1709,Student_709,24,Female,Mechanical,4th,9.82,7,63.94,No,No
S1710,Student_710,17,Other,Civil,1st,7.8,4,94.64,No,No
S1711,Student_711,19,Female,Mechanical,4th,6.86,7,77.07,Yes,No
S1712,Student_712,24,Female,Civil,3rd,7.33,4,72.13,Yes,No
S1713,Student_713,19,Male,Mechanical,3rd,6.84,9,90.67,Yes,No
S1714,Student_714,24,Male,Electrical,2nd,5.68,8,98.01,Yes,No
S1715,Student_715,19,Other,Computer Science,2nd,8.06,6,75.81,Yes,No
S1716,Student_716,18,Male,IT,1st,5.92,1,70.0,No,No
S1717,Student_717,21,Female,Mechanical,2nd,5.12,6,71.77,Yes,No
S1718,Student_718,17,Male,Mechanical,3rd,9.99,1,99.15,Yes,No
S1719,Student_719,23,Other,Electronics,1st,8.64,2,87.41,No,No
S1720,Student_720,18,Female,Computer Science,1st,6.07,9,71.77,Yes,No
S1721,Student_721,19,Other,Civil,4th,4.05,9,78.69,No,No
S1722,Student_722,22,Male,Electrical,1st,8.73,10,92.53,No,No
S1723,Student_723,17,Other,IT,1st,5.85,9,75.6,Yes,No
S1724,Student_724,18,Other,IT,4th,5.92,3,66.4,Yes,No
S1725,Student_725,18,Female,Mechanical,2nd,5.51,4,98.07,No,No
S1726,Student_726,21,Other,IT,4th,7.41,2,85.23,No,No
S1727,Student_727,18,Other,Computer Science,2nd,4.07,1,92.46,No,No
S1728,Student_728,23,Male,Electronics,2nd,7.02,6,91.75,No,No
S1729,Student_729,19,Male,IT,1st,8.43,2,87.04,Yes,No
S1730,Student_730,24,Other,Mechanical,1st,6.01,4,64.26,Yes,No
S1731,Student_731,23,Male,Computer Science,2nd,8.32,9,75.41,Yes,Yes
S1732,Student_732,17,Female,Electrical,2nd,4.16,4,71.96,Yes,No
S1733,Student_733,22,Male,Computer Science,4th,7.48,4,98.47,No,No
S1734,Student_734,23,Male,IT,2nd,7.67,4,97.42,No,No
S1735,Student_735,23,Other,Mechanical,4th,6.72,8,81.31,Yes,No
S1736,Student_736,22,Male,Electrical,4th,5.97,3,80.6,No,No
S1737,Student_737,19,Female,Electrical,1st,7.72,6,77.64,Yes,No
S1738,Student_738,24,Female,Civil,4th,8.64,7,60.61,Yes,Yes
S1739,Student_739,20,Other,Civil,4th,9.47,6,98.28,No,No
S1740,Student_740,20,Other,Computer Science,3rd,9.94,3,94.87,No,No
S1741,Student_741,19,Male,Mechanical,2nd,5.17,9,81.45,No,No
S1742,Student_742,22,Female,Computer Science,2nd,4.62,2,82.74,No,No
S1743,Student_743,22,Female,Electrical,1st,4.79,3,91.27,No,No
